FaceID,ID,Participant,FirstRating,GroupRating,SecondRating,Feedback,Change,Condition,TimeStamp1,TimeStamp2
12,b51e5776f7b4a6996de43f1a45dd51e1,9,4,1,3,-3,-1,Peri,2020-05-12T14:19:49Z,2020-05-12T17:32:36Z
12,36225a5b406841d76432a3e4574aa1a0,12,4,1,3,-3,-1,Peri,2020-05-12T16:03:37Z,2020-05-12T17:33:36Z
12,7be23f3195f97dd528269477104b7704,55,4,7,2,3,-2,Peri,2020-05-10T12:43:53Z,2020-05-10T18:25:33Z
12,1d509e348ba5f39cb47d50fe81397c87,61,6,8,6,2,0,Peri,2020-05-11T10:19:49Z,2020-05-12T08:34:56Z
12,74a1d4ece08df8a602d6b8064da56214,33,4,0,3,NA,-1,Peri,2020-05-13T20:10:11Z,2020-05-13T21:28:24Z
12,db8bf49ecd626940890f7d825f90e24e,70,5,7,4,2,-1,Peri,2020-05-11T10:49:57Z,2020-05-11T11:54:38Z
12,f8def33ebb1ff0430f25402a40206f16,38,6,0,5,NA,-1,Peri,2020-05-08T12:53:19Z,2020-05-09T13:27:16Z
12,6a0cb43be7d563c8364a8f1fdf481e0d,71,7,5,7,-2,0,Peri,2020-05-11T11:03:38Z,2020-05-11T12:05:46Z
12,b2f6fc44d6f003ff1f23a15ad5083aee,45,5,2,4,-3,-1,Peri,2020-05-08T17:09:27Z,2020-05-10T01:58:32Z
12,f583bc7f3f617fbe3eb0c1ee12387396,16,6,8,6,2,0,Peri,2020-05-07T17:23:10Z,2020-05-07T18:17:29Z
12,62d39f60bc2e78914f781d6d36570693,44,3,3,3,0,0,Peri,2020-05-08T16:45:39Z,2020-05-08T18:12:03Z
12,0f327e6c6c63a46a680dcdbd2cede877,81,4,6,5,2,1,Peri,2020-05-11T12:35:37Z,2020-05-12T22:27:46Z
12,3f2da5ec0957c1bc05ce3d2397f83dee,36,6,8,6,2,0,Peri,2020-05-08T12:04:55Z,2020-05-08T21:07:31Z
12,954fe366e8dabb877a8720c310d5a30d,52,4,6,3,2,-1,Peri,2020-05-09T14:09:32Z,2020-05-10T09:58:15Z
12,b8952c7bb974d4dfe049b290a3f53baf,82,2,5,3,3,1,Peri,2020-05-11T13:13:10Z,2020-05-11T15:34:50Z
12,d2a97875e396037705b6469474571686,32,6,8,7,2,1,Peri,2020-05-13T19:27:00Z,2020-05-13T21:01:36Z
12,941155467298c63603077fb141484029,76,6,8,6,2,0,Peri,2020-05-11T11:26:24Z,2020-05-11T19:28:47Z
12,2046e960da5226e7bc222e1c466aa5c6,73,6,0,5,NA,-1,Peri,2020-05-11T11:12:11Z,2020-05-11T13:02:33Z
12,692bc7e5756ac32ddcebe10ff931cdbf,74,5,5,4,0,-1,Peri,2020-05-11T11:16:30Z,2020-05-12T10:18:57Z
12,af8ae625bd2b13f01477e694e499771c,97,3,0,5,NA,2,Peri,2020-05-12T08:19:30Z,2020-05-13T12:38:49Z
12,2f0a946788085ddd43a73b7c0b74eabb,96,2,5,3,3,1,Peri,2020-05-12T08:14:46Z,2020-05-12T13:31:52Z
12,997a59dc787fe7cbfe87fddb655e2962,65,3,1,4,-2,1,Peri,2020-05-11T10:31:13Z,2020-05-12T16:28:24Z
12,00871f50c9a1777d2198541509285028,69,3,6,2,3,-1,Peri,2020-05-11T10:37:55Z,2020-05-11T11:59:16Z
12,b20e6af6df046084e432e8d3cca40f34,47,1,0,6,NA,5,Peri,2020-05-08T17:17:19Z,2020-05-09T12:56:32Z
12,4c05a8dea0245769b18ee7637961ecdb,72,3,3,3,0,0,Peri,2020-05-11T11:07:17Z,2020-05-11T13:45:45Z
12,0a64427687e3d89a222f280fec1e683a,31,2,4,4,2,2,Peri,2020-05-13T17:39:40Z,2020-05-13T20:02:00Z
12,9892fd6765970aca7727cec1fbb2e541,54,4,6,5,2,1,Peri,2020-05-10T08:13:59Z,2020-05-10T10:46:01Z
12,d8e21cb3ab5b8ccb8fa12545e5cdf88b,10,3,3,4,0,1,Peri,2020-05-12T15:25:17Z,2020-05-12T16:45:15Z
12,07dc05f1a68f75005eb70a83f439331b,31,8,5,5,-3,-3,Peri,2020-05-08T11:11:42Z,2020-05-09T09:54:54Z
12,57f4f5e9e853cf503e0ab220df9f79cc,79,6,4,3,-2,-3,Peri,2020-05-11T11:35:22Z,2020-05-12T20:54:58Z
12,a7b7e7a6bc253d5e6889c455940f5eff,80,8,5,8,-3,0,Peri,2020-05-11T12:20:26Z,2020-05-12T13:08:57Z
12,63ec21e0b4bd36184c33d24cace7fbe8,11,4,0,4,NA,0,Peri,2020-05-12T15:38:57Z,2020-05-12T18:48:25Z
13,f4fd242b133d791e273c503dfceba58c,86,5,3,4,-2,-1,Peri,2020-05-11T14:33:33Z,2020-05-12T06:46:41Z
13,82299725a9119b4569b15cbbea170b7e,95,3,6,2,3,-1,Peri,2020-05-12T08:11:44Z,2020-05-12T12:42:31Z
13,82d322fca6589d0ebc4368bda404c951,27,4,6,4,2,0,Peri,2020-05-08T09:59:25Z,2020-05-09T07:13:50Z
13,6b1118a88e92ff7bf195fcc65b96eee5,84,4,4,4,0,0,Peri,2020-05-11T13:59:46Z,2020-05-12T06:45:37Z
13,b5184ffa86ed19e0a67a7afd36b3292c,1,3,3,3,0,0,Peri,2020-05-07T13:26:05Z,2020-05-07T18:11:06Z
13,b51e5776f7b4a6996de43f1a45dd51e1,9,5,7,4,2,-1,Peri,2020-05-12T14:19:49Z,2020-05-12T17:32:36Z
13,36225a5b406841d76432a3e4574aa1a0,12,2,2,2,0,0,Peri,2020-05-12T16:03:37Z,2020-05-12T17:33:36Z
13,7be23f3195f97dd528269477104b7704,55,2,2,2,0,0,Peri,2020-05-10T12:43:53Z,2020-05-10T18:25:33Z
13,1d509e348ba5f39cb47d50fe81397c87,61,6,4,2,-2,-4,Peri,2020-05-11T10:19:49Z,2020-05-12T08:34:56Z
13,74a1d4ece08df8a602d6b8064da56214,33,5,5,3,0,-2,Peri,2020-05-13T20:10:11Z,2020-05-13T21:28:24Z
13,db8bf49ecd626940890f7d825f90e24e,70,3,5,3,2,0,Peri,2020-05-11T10:49:57Z,2020-05-11T11:54:38Z
13,f8def33ebb1ff0430f25402a40206f16,38,2,5,4,3,2,Peri,2020-05-08T12:53:19Z,2020-05-09T13:27:16Z
13,6a0cb43be7d563c8364a8f1fdf481e0d,71,7,5,7,-2,0,Peri,2020-05-11T11:03:38Z,2020-05-11T12:05:46Z
13,b2f6fc44d6f003ff1f23a15ad5083aee,45,4,2,4,-2,0,Peri,2020-05-08T17:09:27Z,2020-05-10T01:58:32Z
13,f583bc7f3f617fbe3eb0c1ee12387396,16,3,1,3,-2,0,Peri,2020-05-07T17:23:10Z,2020-05-07T18:17:29Z
13,62d39f60bc2e78914f781d6d36570693,44,2,5,2,3,0,Peri,2020-05-08T16:45:39Z,2020-05-08T18:12:03Z
13,0f327e6c6c63a46a680dcdbd2cede877,81,6,3,4,-3,-2,Peri,2020-05-11T12:35:37Z,2020-05-12T22:27:46Z
13,3f2da5ec0957c1bc05ce3d2397f83dee,36,5,3,6,-2,1,Peri,2020-05-08T12:04:55Z,2020-05-08T21:07:31Z
13,954fe366e8dabb877a8720c310d5a30d,52,3,1,3,-2,0,Peri,2020-05-09T14:09:32Z,2020-05-10T09:58:15Z
13,419b4da8d55d3057bdb39fd622731018,75,4,0,5,NA,1,Peri,2020-05-11T11:16:46Z,2020-05-11T13:32:30Z
13,b8952c7bb974d4dfe049b290a3f53baf,82,6,4,1,-2,-5,Peri,2020-05-11T13:13:10Z,2020-05-11T15:34:50Z
13,d2a97875e396037705b6469474571686,32,6,3,5,-3,-1,Peri,2020-05-13T19:27:00Z,2020-05-13T21:01:36Z
13,941155467298c63603077fb141484029,76,5,3,5,-2,0,Peri,2020-05-11T11:26:24Z,2020-05-11T19:28:47Z
13,2046e960da5226e7bc222e1c466aa5c6,73,5,7,4,2,-1,Peri,2020-05-11T11:12:11Z,2020-05-11T13:02:33Z
13,692bc7e5756ac32ddcebe10ff931cdbf,74,2,2,2,0,0,Peri,2020-05-11T11:16:30Z,2020-05-12T10:18:57Z
13,af8ae625bd2b13f01477e694e499771c,97,1,0,4,NA,3,Peri,2020-05-12T08:19:30Z,2020-05-13T12:38:49Z
13,2f0a946788085ddd43a73b7c0b74eabb,96,7,5,6,-2,-1,Peri,2020-05-12T08:14:46Z,2020-05-12T13:31:52Z
13,997a59dc787fe7cbfe87fddb655e2962,65,3,5,4,2,1,Peri,2020-05-11T10:31:13Z,2020-05-12T16:28:24Z
13,00871f50c9a1777d2198541509285028,69,4,7,2,3,-2,Peri,2020-05-11T10:37:55Z,2020-05-11T11:59:16Z
13,b20e6af6df046084e432e8d3cca40f34,47,1,1,5,0,4,Peri,2020-05-08T17:17:19Z,2020-05-09T12:56:32Z
13,4c05a8dea0245769b18ee7637961ecdb,72,2,2,2,0,0,Peri,2020-05-11T11:07:17Z,2020-05-11T13:45:45Z
13,0a64427687e3d89a222f280fec1e683a,31,2,0,3,NA,1,Peri,2020-05-13T17:39:40Z,2020-05-13T20:02:00Z
13,9892fd6765970aca7727cec1fbb2e541,54,3,1,6,-2,3,Peri,2020-05-10T08:13:59Z,2020-05-10T10:46:01Z
13,d8e21cb3ab5b8ccb8fa12545e5cdf88b,10,2,5,4,3,2,Peri,2020-05-12T15:25:17Z,2020-05-12T16:45:15Z
13,07dc05f1a68f75005eb70a83f439331b,31,3,1,4,-2,1,Peri,2020-05-08T11:11:42Z,2020-05-09T09:54:54Z
13,57f4f5e9e853cf503e0ab220df9f79cc,79,1,4,2,3,1,Peri,2020-05-11T11:35:22Z,2020-05-12T20:54:58Z
13,63ec21e0b4bd36184c33d24cace7fbe8,11,2,0,2,NA,0,Peri,2020-05-12T15:38:57Z,2020-05-12T18:48:25Z
14,f4fd242b133d791e273c503dfceba58c,86,6,4,2,-2,-4,Peri,2020-05-11T14:33:33Z,2020-05-12T06:46:41Z
14,82299725a9119b4569b15cbbea170b7e,95,7,0,5,NA,-2,Peri,2020-05-12T08:11:44Z,2020-05-12T12:42:31Z
14,82d322fca6589d0ebc4368bda404c951,27,4,0,5,NA,1,Peri,2020-05-08T09:59:25Z,2020-05-09T07:13:50Z
14,6b1118a88e92ff7bf195fcc65b96eee5,84,1,0,2,NA,1,Peri,2020-05-11T13:59:46Z,2020-05-12T06:45:37Z
14,b5184ffa86ed19e0a67a7afd36b3292c,1,3,6,2,3,-1,Peri,2020-05-07T13:26:05Z,2020-05-07T18:11:06Z
14,b51e5776f7b4a6996de43f1a45dd51e1,9,2,5,4,3,2,Peri,2020-05-12T14:19:49Z,2020-05-12T17:32:36Z
14,36225a5b406841d76432a3e4574aa1a0,12,5,7,5,2,0,Peri,2020-05-12T16:03:37Z,2020-05-12T17:33:36Z
14,7be23f3195f97dd528269477104b7704,55,1,4,3,3,2,Peri,2020-05-10T12:43:53Z,2020-05-10T18:25:33Z
14,1d509e348ba5f39cb47d50fe81397c87,61,5,7,5,2,0,Peri,2020-05-11T10:19:49Z,2020-05-12T08:34:56Z
14,74a1d4ece08df8a602d6b8064da56214,33,6,8,2,2,-4,Peri,2020-05-13T20:10:11Z,2020-05-13T21:28:24Z
14,db8bf49ecd626940890f7d825f90e24e,70,5,8,5,3,0,Peri,2020-05-11T10:49:57Z,2020-05-11T11:54:38Z
14,f8def33ebb1ff0430f25402a40206f16,38,1,3,2,2,1,Peri,2020-05-08T12:53:19Z,2020-05-09T13:27:16Z
14,6a0cb43be7d563c8364a8f1fdf481e0d,71,7,5,7,-2,0,Peri,2020-05-11T11:03:38Z,2020-05-11T12:05:46Z
14,b2f6fc44d6f003ff1f23a15ad5083aee,45,3,1,3,-2,0,Peri,2020-05-08T17:09:27Z,2020-05-10T01:58:32Z
14,f583bc7f3f617fbe3eb0c1ee12387396,16,2,5,3,3,1,Peri,2020-05-07T17:23:10Z,2020-05-07T18:17:29Z
14,62d39f60bc2e78914f781d6d36570693,44,6,3,3,-3,-3,Peri,2020-05-08T16:45:39Z,2020-05-08T18:12:03Z
14,0f327e6c6c63a46a680dcdbd2cede877,81,6,8,5,2,-1,Peri,2020-05-11T12:35:37Z,2020-05-12T22:27:46Z
14,3f2da5ec0957c1bc05ce3d2397f83dee,36,5,7,7,2,2,Peri,2020-05-08T12:04:55Z,2020-05-08T21:07:31Z
14,954fe366e8dabb877a8720c310d5a30d,52,5,3,3,-2,-2,Peri,2020-05-09T14:09:32Z,2020-05-10T09:58:15Z
14,b8952c7bb974d4dfe049b290a3f53baf,82,5,7,4,2,-1,Peri,2020-05-11T13:13:10Z,2020-05-11T15:34:50Z
14,d2a97875e396037705b6469474571686,32,5,0,7,NA,2,Peri,2020-05-13T19:27:00Z,2020-05-13T21:01:36Z
14,941155467298c63603077fb141484029,76,5,7,5,2,0,Peri,2020-05-11T11:26:24Z,2020-05-11T19:28:47Z
14,2046e960da5226e7bc222e1c466aa5c6,73,3,6,4,3,1,Peri,2020-05-11T11:12:11Z,2020-05-11T13:02:33Z
14,692bc7e5756ac32ddcebe10ff931cdbf,74,3,0,2,NA,-1,Peri,2020-05-11T11:16:30Z,2020-05-12T10:18:57Z
14,af8ae625bd2b13f01477e694e499771c,97,7,7,4,0,-3,Peri,2020-05-12T08:19:30Z,2020-05-13T12:38:49Z
14,2f0a946788085ddd43a73b7c0b74eabb,96,5,2,3,-3,-2,Peri,2020-05-12T08:14:46Z,2020-05-12T13:31:52Z
14,997a59dc787fe7cbfe87fddb655e2962,65,3,1,7,-2,4,Peri,2020-05-11T10:31:13Z,2020-05-12T16:28:24Z
14,00871f50c9a1777d2198541509285028,69,3,3,4,0,1,Peri,2020-05-11T10:37:55Z,2020-05-11T11:59:16Z
14,b20e6af6df046084e432e8d3cca40f34,47,2,4,6,2,4,Peri,2020-05-08T17:17:19Z,2020-05-09T12:56:32Z
14,4c05a8dea0245769b18ee7637961ecdb,72,3,3,1,0,-2,Peri,2020-05-11T11:07:17Z,2020-05-11T13:45:45Z
14,0a64427687e3d89a222f280fec1e683a,31,2,5,3,3,1,Peri,2020-05-13T17:39:40Z,2020-05-13T20:02:00Z
14,9892fd6765970aca7727cec1fbb2e541,54,7,4,4,-3,-3,Peri,2020-05-10T08:13:59Z,2020-05-10T10:46:01Z
14,d8e21cb3ab5b8ccb8fa12545e5cdf88b,10,5,2,5,-3,0,Peri,2020-05-12T15:25:17Z,2020-05-12T16:45:15Z
14,07dc05f1a68f75005eb70a83f439331b,31,7,0,8,NA,1,Peri,2020-05-08T11:11:42Z,2020-05-09T09:54:54Z
14,57f4f5e9e853cf503e0ab220df9f79cc,79,2,2,4,0,2,Peri,2020-05-11T11:35:22Z,2020-05-12T20:54:58Z
14,63ec21e0b4bd36184c33d24cace7fbe8,11,3,6,4,3,1,Peri,2020-05-12T15:38:57Z,2020-05-12T18:48:25Z
15,f4fd242b133d791e273c503dfceba58c,86,6,3,4,-3,-2,Peri,2020-05-11T14:33:33Z,2020-05-12T06:46:41Z
15,82299725a9119b4569b15cbbea170b7e,95,4,6,5,2,1,Peri,2020-05-12T08:11:44Z,2020-05-12T12:42:31Z
15,82d322fca6589d0ebc4368bda404c951,27,6,3,1,-3,-5,Peri,2020-05-08T09:59:25Z,2020-05-09T07:13:50Z
15,6b1118a88e92ff7bf195fcc65b96eee5,84,6,0,5,NA,-1,Peri,2020-05-11T13:59:46Z,2020-05-12T06:45:37Z
15,b5184ffa86ed19e0a67a7afd36b3292c,1,6,6,6,0,0,Peri,2020-05-07T13:26:05Z,2020-05-07T18:11:06Z
15,b51e5776f7b4a6996de43f1a45dd51e1,9,3,1,3,-2,0,Peri,2020-05-12T14:19:49Z,2020-05-12T17:32:36Z
15,36225a5b406841d76432a3e4574aa1a0,12,5,2,5,-3,0,Peri,2020-05-12T16:03:37Z,2020-05-12T17:33:36Z
15,7be23f3195f97dd528269477104b7704,55,4,6,4,2,0,Peri,2020-05-10T12:43:53Z,2020-05-10T18:25:33Z
15,1d509e348ba5f39cb47d50fe81397c87,61,6,3,5,-3,-1,Peri,2020-05-11T10:19:49Z,2020-05-12T08:34:56Z
15,74a1d4ece08df8a602d6b8064da56214,33,4,7,1,3,-3,Peri,2020-05-13T20:10:11Z,2020-05-13T21:28:24Z
15,db8bf49ecd626940890f7d825f90e24e,70,5,8,4,3,-1,Peri,2020-05-11T10:49:57Z,2020-05-11T11:54:38Z
15,f8def33ebb1ff0430f25402a40206f16,38,4,6,2,2,-2,Peri,2020-05-08T12:53:19Z,2020-05-09T13:27:16Z
